1,481.3
2,241.6
4,124.2
8,81.1
12,68.6
16,67.4
1,608.8
2,306.6
4,172.1
8,110.8
12,93.3
16,92.3
1,607.8
2,310.6
4,175.1
8,112.3
12,94.3
16,93.6
1,0
2,0
4,0
1,610.4
2,305.9
4,171.5
8,109.4
12,93.2
16,94.8
1,602
2,315.2
4,167.6
8,110.9
12,94
16,92.7
1,0
2,0
4,0
8,0
12,0
16,0
1,607.3
2,188
4,94.7
8,88.3
12,88.5
16,93
